Sentence text,Aspect text,Aspect position,Polarity,Position
i m glad i was introduced to this place and this is a rare gem in ny,place,"[8, 9]",positive,757
the freshest best variety and the fastest delivery,delivery,"[7, 8]",positive,758
the service was excellent and the food was delicious,service,"[1, 2]",positive,759
the service was excellent and the food was delicious,food,"[6, 7]",positive,760
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,sushi,"[5, 6]",positive,761
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,ceviche mix special,"[15, 18]",positive,762
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,crab dumplings,"[18, 20]",positive,763
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,assorted sashimi,"[20, 22]",positive,764
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,sushi,"[5, 6]",positive,765
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,rolls,"[24, 25]",positive,766
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,sake,"[28, 29]",positive,767
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,banana tempura,"[31, 33]",positive,768
definitely a great spot for a nice occasion or date,spot,"[3, 4]",positive,769
average to good thai food but terrible delivery,thai food,"[3, 5]",positive,770
average to good thai food but terrible delivery,delivery,"[7, 8]",negative,771
a thai restaurant out of rice during dinner,thai restaurant,"[1, 3]",negative,772
the food arrived 20 minutes after i called cold and soggy,food,"[1, 2]",negative,773
this is a wonderful place on all stand points especially value ofr money,place,"[4, 5]",positive,774
this is a wonderful place on all stand points especially value ofr money,place,"[4, 5]",positive,775
an excellent service,service,"[2, 3]",positive,776
we were greeted promptly by the waiter who was very nice and cordial,waiter,"[6, 7]",positive,777
she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food,dishes,"[17, 18]",positive,778
the food looked very appetizing and delicious since it came on a variety of fancy plates,food,"[1, 2]",positive,779
we ended our great experience by having gulab jamun dessert recommended by the waiter,gulab jamun dessert,"[7, 10]",positive,780
i thanked my friend who recommended me this restaurant and will certainly recommend it to others,restaurant,"[8, 9]",positive,781
service here was great food was fantastic,service,"[0, 1]",positive,782
service here was great food was fantastic,food,"[4, 5]",positive,783
guacamole shrimp appetizer was really great we both had the filet very good didn t much like the frites that came with but the filet was so good neither of us cared,guacamole shrimp appetizer,"[0, 3]",positive,784
guacamole shrimp appetizer was really great we both had the filet very good didn t much like the frites that came with but the filet was so good neither of us cared,filet,"[10, 11]",positive,785
guacamole shrimp appetizer was really great we both had the filet very good didn t much like the frites that came with but the filet was so good neither of us cared,frites,"[18, 19]",negative,786
you cannot go wrong with this place,place,"[6, 7]",positive,787
the food is outstanding and the service is quick friendly and very professional,food,"[1, 2]",positive,788
the food is outstanding and the service is quick friendly and very professional,service,"[6, 7]",positive,789
always a nice crowd but never loud,crowd,"[3, 4]",positive,790
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded,pizza place,"[14, 16]",positive,791
by far the best pizza in manhattan,pizza,"[4, 5]",positive,792
the crust is thin the ingredients are fresh and the staff is friendly,crust,"[1, 2]",positive,793
the crust is thin the ingredients are fresh and the staff is friendly,staff,"[10, 11]",positive,794
the crust is thin the ingredients are fresh and the staff is friendly,ingredients,"[5, 6]",positive,795
the menu has so many fish items and oysters,menu,"[1, 2]",positive,796
the fish was really really fresh,fish,"[1, 2]",positive,797
we all agreed that mare is one of the best seafood restaurants in new york,mare,"[4, 5]",positive,798
i stumbled upon this great pizzeria as i explored my new neighborhood,pizzeria,"[5, 6]",positive,799
all of the pizzas are terrific and the price is even better,pizzas,"[3, 4]",positive,800
all of the pizzas are terrific and the price is even better,pizzas,"[3, 4]",positive,801
i highly recommend the sophia pizza,sophia pizza,"[4, 6]",positive,802
the food was mediocre at best but it was the horrible service that made me vow never to go back,food,"[1, 2]",negative,803
the food was mediocre at best but it was the horrible service that made me vow never to go back,service,"[11, 12]",negative,804
immediately after we paid the waiter took the money and said okay you guys are outta here,waiter,"[5, 6]",negative,805
for the people who want great food plus great service roxy is a place to avoid,food,"[6, 7]",negative,806
for the people who want great food plus great service roxy is a place to avoid,service,"[9, 10]",negative,807
the first time the sushi was outstanding the second time it was a little bland,sushi,"[4, 5]",positive,808
the first time the sushi was outstanding the second time it was a little bland,sushi,"[4, 5]",negative,809
the blond wood decor is very soothing the premium sake is excellent and the service is great,blond wood decor,"[1, 4]",positive,810
the blond wood decor is very soothing the premium sake is excellent and the service is great,premium sake,"[8, 10]",positive,811
the blond wood decor is very soothing the premium sake is excellent and the service is great,service,"[14, 15]",positive,812
mizu is the japenese find in grammercy,mizu,"[0, 1]",positive,813
while their kitchen food is delicious their sushi is out of this world,kitchen food,"[2, 4]",positive,814
while their kitchen food is delicious their sushi is out of this world,sushi,"[7, 8]",positive,815
mizu is home to creative and unique rolls not to found anywhere else,rolls,"[7, 8]",positive,816
not only is the cuisine the best around the service has always been attentive and charming,cuisine,"[4, 5]",positive,817
not only is the cuisine the best around the service has always been attentive and charming,service,"[9, 10]",positive,818
warning you may find it difficult to dine at other japanese restaurants after a visit to mizu,mizu,"[16, 17]",positive,819
thalia is a beautiful restaurant with beautiful people serving you but the food doesn t quite match up,people,"[7, 8]",positive,820
thalia is a beautiful restaurant with beautiful people serving you but the food doesn t quite match up,food,"[12, 13]",negative,821
